tez_no,yazar,yıl,title,üniversite,tez_türü,konu,tez_detay
60783,CİHAT YÜCEL,1987,POR-8\'in (Ornithine-8-vazopressin) lokal vazokonstriktör olarak halothen anestezisinde değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('NdgrAx5MbeFgRjoN98gQvA','NdgrAx5MbeFgRjoN98gQvA')"
8979,REVNA YAVUZ,1990,"Transuretral prostat rezeksiyonlarında, genel anestezi ile spinal anestezinin karşılaştırılması<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Anestezi ve Reanimasyon = Anesthesiology and Reanimation," onclick=tezDetay('-IjWzD8fTSsfifXdFF1ZKg','-IjWzD8fTSsfifXdFF1ZKg')"
8980,MEHDİ JABERİ,1989,"Sakralizasyonda medikal, fizik ve egzersiz tedavilerinin etkileri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('kwJA5-m5V3dxnHzb0wiqVg','kwJA5-m5V3dxnHzb0wiqVg')"
8981,AYŞE RECEP,1988,Akut romatizmal ateşin klinik tanı ve tedavisindeki özelliklerin prospektif incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('vDVRoVDTkrah3RT5RWX3cA','vDVRoVDTkrah3RT5RWX3cA')"
8982,ENRİCA RİDOLFİ,1989,Kronik böbrek yetersizliği olan hastalarda oral clonidine stimülasyon testi ile büyüme hormonu salgısının araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('j3H2rBVrRNgt0sVcp2BxTw','j3H2rBVrRNgt0sVcp2BxTw')"
10466,H.NURSEL ELÇİOĞLU,1990,Asfiksili term yenidoğanlarda böbrek fonksiyonlarının incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('ff1O7Uq4j5haU_uvH14Z3w','ff1O7Uq4j5haU_uvH14Z3w')"
10467,ATİLLA ÇANKAYA,1990,Yenidoğan asfiksisinin erken tanısında biyofizik profil ve amnioskopinin yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('v2fBa9iq4kuVrf6Qx6MnbQ','v2fBa9iq4kuVrf6Qx6MnbQ')"
3885,G.FİLİZ BAKDUR,1988,Normal ve patolojik gebelerde glikozillenmiş hemoglobin (HbA1C) değerleri ve bebek ağırlığı ile olan ilişkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('GY9D2iZB34u_U_O25Ujfkw','GY9D2iZB34u_U_O25Ujfkw')"
3886,İBRAHİM GEYİK,1988,"Asitli karaciğer sirozu olan erkeklerde serum büyüme hormonu, somatomedin-C ve estradiol düzeyleri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('LhNQ6NAfPreUg_riVOExEw','LhNQ6NAfPreUg_riVOExEw')"
3887,CEMİL AL,1988,Serumda prokollajen III. peptid tayini ile karaciğer sirozlarında fibroz aktivitenin biyoşimik kontrolu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Gastroenteroloji = Gastroenterology," onclick=tezDetay('edLXZoGiPmBtTPETgN63DQ','edLXZoGiPmBtTPETgN63DQ')"
3888,HÜSEYİN ÇAVUŞ,1988,Down sendromunda pelvis ölçümleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('dpDOg5Otlpf-Zbp17RFubA','dpDOg5Otlpf-Zbp17RFubA')"
15599,VİLDAN YAYLA,1990,Hodgkin hastalığı ve Hodgkin dışı lenfomalarda görülen nörolojik komplikasyonlar<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('ZJkOKTkSRpY1kQqYXhkojA','ZJkOKTkSRpY1kQqYXhkojA')"
5952,MÜSLİM AYDIN,1989,Serebello-pontin açıdaki akustik nörinomların ve menengiomların BT ile ayırıcı tanısı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Radyoloji ve Nükleer Tıp = Radiology and Nuclear Medicine," onclick=tezDetay('PwpaTO8rdYgYVVN30cJOxw','PwpaTO8rdYgYVVN30cJOxw')"
5953,İBRAHİM ÖŞKUŞ,1989,Scalpteki scatrisyel alopesi alanlarının tissue expander kullanılarak yapılan rekonstrüksiyonlarının inclenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Plastik ve Rekonstrüktif Cerrahi = Plastic and Reconstructive Surgery," onclick=tezDetay('DnFy1Ht43pyTE4TAzec_cg','DnFy1Ht43pyTE4TAzec_cg')"
5954,ADNAN ÖZCAN,1989,Alkoliklerde gamma glutamyl transpeptidase enziminin klinik önemi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Uyuşturucu Alışkanlığı ve Alkolizm = Drug Addiction and Alcoholism," onclick=tezDetay('xJG3c2uVbQDyD4Lm4XyRLg','xJG3c2uVbQDyD4Lm4XyRLg')"
5671,Ş.CANER EMİK,1989,Erken çocukluk otizminde etiyoloji sorunu ve komputerize EEG bulguları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('7U4nrYZnfhJ1u8fYjmsX6w','7U4nrYZnfhJ1u8fYjmsX6w')"
5672,YUSUF ÇİÇEK,1989,Primer safra kesesi kanseri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('LfFxCPc4kNR251vaeQ1NYA','LfFxCPc4kNR251vaeQ1NYA')"
5674,FERHAT ERİŞİR,1989,Kronik otitis mediada orta kulak patolojisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('bhEcu_VN4NVv-eNE4K0Msw','bhEcu_VN4NVv-eNE4K0Msw')"
5675,YUSUF ZEKİ YILDIZ,1989,Yetişkin Türk kadın ve erkeklerinde alt ekstremite ölçümleri ve oranları<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Morfoloji = Morphology," onclick=tezDetay('qCE1yV7W85Z9VsSi1sqvxw','qCE1yV7W85Z9VsSi1sqvxw')"
5676,KAYA ÖZKUŞ,1989,Türkiye\'de yaşayan insanlarda baş uzunluğu ve boy uzunluğu arasındaki oranın yaşlara göre değişiminin incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Morfoloji = Morphology," onclick=tezDetay('gORdDo-zJ7oQELtCCUN7eQ','gORdDo-zJ7oQELtCCUN7eQ')"
8983,NURDAN KESKİN,1989,"Tip I diabette büyüme geriliği, göz ve nörolojik komplikasyonlar ve bunların büyüme hormonu salgısı ile ilişkisi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('g1zAB0xPQRRE3Hm1wUIrug','g1zAB0xPQRRE3Hm1wUIrug')"
8984,T. TANER APAYDIN,1990,Kalp ve damar hastalıklarına bağlı ölümlerin adli tıptaki yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Adli Tıp = Forensic Medicine," onclick=tezDetay('mUr9ga_F66EhV7nb3f_XRw','mUr9ga_F66EhV7nb3f_XRw')"
8985,FEHMİ SARI,1990,Endometrium kanserlerinde tümör dışı endometrium bulguları ve ilgili ovaryum değişiklikleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Onkoloji = Oncology," onclick=tezDetay('XfmGlkbVFy4dbWUlt7cEqA','XfmGlkbVFy4dbWUlt7cEqA')"
3889,SİBEL TUNÇEL,1987,Primer hipotiroidizm vakalarında sella alanının incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('Bn4EEsDO5WmHIXFomebWeA','Bn4EEsDO5WmHIXFomebWeA')"
3890,SEMRA MEHMETOĞLU,1988,"Normal süt çocuklarında pentagastrın stimulasyonundan önce ve sonra mide asidi, PH serum gastrın düzeyleri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('DE8khf_rxNjFaLpB8Bo2Ag','DE8khf_rxNjFaLpB8Bo2Ag')"
3891,KIPÇAK TUNÇEL,1987,Tüberküloz menenjitli hastalarda hücresel immünite ve süpressort lenfositlerinin araştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('07gB4lN66utENQN9mEpT0w','07gB4lN66utENQN9mEpT0w')"
3892,FÜGEN ÇULLU,1988,"Anne ve kordon kanında aldosteron, sodyum potasyum ve klor değerleri<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('p5K5swvf1pe3GqRLgefSfg','p5K5swvf1pe3GqRLgefSfg')"
3893,ALPASLAN AKMANSOY,1988,"40 mukopolisakkaridozis vakasında klinik, radyolojik ve laboratuvar bulgularının değerlendirilmesi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('I7Od_IS9AHqVF9Ur9PxQyg','I7Od_IS9AHqVF9Ur9PxQyg')"
10468,FAHRİ ASLANTÜRK,1990,Hava kirliliği yönünden İstanbul\'da 1987-1988 yılları kükürtdioksit ve aslı partiküler madde kirliliğinin izlenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Halk Sağlığı = Public Health," onclick=tezDetay('HmWY5PGKsXQ1_ZG02TaFHw','HmWY5PGKsXQ1_ZG02TaFHw')"
10469,ERDEN AŞARDAĞ,1990,İstanbul\'da yüksek öğrenim gören Kıbrıs\'lı Türkler\'de HBA 2\'si yüksek beta thalassamia taşıyıcılığı sıklığı<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Hematoloji = Hematology," onclick=tezDetay('-AX65yWjPVum8fbR0a7IZg','-AX65yWjPVum8fbR0a7IZg')"
141321,ZEKİ KILIÇASLAN,1984,Ketotifenin astmanın profilaktik tedavisindeki yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('YfWmtcZ43yuO-lGSNbIDPQ','Xzp2_dEIiEZthK2MAPW8Yw')"
141322,ORHAN ATASEVEN,1984,Akciğer infeksiyonu ve kanseri tanısında transtrakeal aspirasyon\'un önemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('9oEl5RcKT41yx41K5X3mRw','0q3SSTrJxzEL-LKeWNLbkA')"
8986,ERTUĞRUL ASLAN,1990,Nöromuskuler kavşakta 4-Aminopiridinin (4-AP) etkileri ve kalsiyum kanal blokerleriyle etkileşmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Eczacılık ve Farmakoloji = Pharmacy and Pharmacology," onclick=tezDetay('uzyLreLiE13kFCAzpyUnZg','uzyLreLiE13kFCAzpyUnZg')"
8987,ÜMİT ASLANER,1989,"Konversiyon nevrozu ve psikosomatik hastalıkların etiyolojisinde sosyo-ekonomik, kültürel ve diğer faktörlerin incelenmesi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('xSEaRhOZEt7uclVJs9sCXQ','xSEaRhOZEt7uclVJs9sCXQ')"
8988,AYDIN GÜVEN,1990,"Primer enüresis noktürnalı çocukların annelerinin kişilik yapıları, aile içi tutumları ve heredite<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('VnRXHI3_eyPyk9kCGSRbTA','VnRXHI3_eyPyk9kCGSRbTA')"
8989,M.KEREM DOKSAT,1990,Organik olmayan baş ağrısı vakalarının çok yönlü bir psikiyatrik değerlendirilmesi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Psikiyatri = Psychiatry," onclick=tezDetay('qe1nj3gDYU7KuIwD9DHy8w','qe1nj3gDYU7KuIwD9DHy8w')"
3894,ÖNDER KILIÇ,1988,Pulse metilprednisolon uygulamasının üveitlerin tedavisindeki yeri ve dış akım kolaylığı üzerindeki etkileri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('eE9j0uWagK985krBbCvxdg','eE9j0uWagK985krBbCvxdg')"
3895,K.KAZIM DEVRANOĞLU,1988,Ön üveitlerle HLA-B27 ve ankilozan spondilit arasındaki ilişki<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('O2Gx2ULnmeucN8or7H8tkg','O2Gx2ULnmeucN8or7H8tkg')"
3896,SERRA ARF,1988,Santral retina veni kök tıkanıklığının sınıflandırılması ve prognozunda elektroretinografinin değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('k7-wAj0PzO5SpedzUyYfdg','k7-wAj0PzO5SpedzUyYfdg')"
3897,NİLGÜN FAİKOĞLU,1988,"Kronik basit glokumlu olgularda, nonselektif adrenerjik bloker\'in (timolol maleate %0,5), selektif beta1 adrenerjik bloker (betaxolol hidroklorid %05) ile mukayesesi ve astma bronşialeli glokomlu olgularda selektif beta1<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('f-T5V1KtUafdac1ueI2GcQ','f-T5V1KtUafdac1ueI2GcQ')"
11484,Z.LALE KOLDAŞ,1990,Bronş hiperreaktivitesi olgularında ipratropium bromit ve fenoterolün bronkodilatatör etkilerinin karşılaştırılması ve bunun klinik önlemi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('YkRyMzoIMzUZhUWgBC7MGQ','YkRyMzoIMzUZhUWgBC7MGQ')"
11485,BİRSEN MUTLU,1990,KOAH olgularında bilgisayarlı akciğer tomografisi ve solunum fonksiyon testleri yardımıyla saptanan amfizem büllerinin hacminin karşılaştırılması<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('Oo8Psq4LczKuCasdPWG-VQ','Oo8Psq4LczKuCasdPWG-VQ')"
11486,HASAN TAYFUN ÖZÇELİK,1990,Sinaptobrevin 1 ve 2\'yi kodlayan iki insan geninin yapısı ve kromozomal lokalizasyonu<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Tıbbi Biyoloji = Medical Biology," onclick=tezDetay('8Z4WT5MGR4LUOmPzILVDog','8Z4WT5MGR4LUOmPzILVDog')"
4954,İZZET ÖNDER KARA,1987,Astmalı çocuklarda süpresör T hücrelerinin rolü<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('x3KFrAP5XzN5DkpiClgpMA','x3KFrAP5XzN5DkpiClgpMA')"
4955,NEVİN ARICAN,1988,Bakırca zengin diyetle beslenen normal ve kolestazlı sıçanlarda karaciğer lipit peroksit düzeyleri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('EhIQReUUkiSMVX9Wn_dLvw','EhIQReUUkiSMVX9Wn_dLvw')"
150909,ZERRİN TUNCER,1985,Katarakt ameliyatı ve kornea kalınlık değişimleri<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('-5_O0MVBsgNUVMCtgHcGoQ','12rJLBGuDYM1gMTnkgJlfQ')"
4956,A.VEDAT DURGUN,1988,Rektum prolapsusu ve cerrahi tedavisi<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Genel Cerrahi = General Surgery," onclick=tezDetay('uKst6OrcViDPHGRpNV2D7Q','uKst6OrcViDPHGRpNV2D7Q')"
4958,MİTHAT YARDIM,1988,"Guar\'ın açlık kan şekeri, kan lipidleri, vücut ağırlığı ve barsak absorpsiyonuna etkisi<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('Ct5X0TJV58bgcAEh7Otp9A','Ct5X0TJV58bgcAEh7Otp9A')"
5066,ÜMİT KANTARCI,1988,Soliter kemik kisti<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('9I_wCMbdaBpsnbQmfhEE8w','9I_wCMbdaBpsnbQmfhEE8w')"
5067,SALİH AYDIN,1988,Türk scuba dalgıçlarında dalışın işitme eşiği üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kulak Burun ve Boğaz = Otorhinolaryngology (Ear-Nose-Throat)," onclick=tezDetay('6q6p-w7cXdYvkqQ8Y1lFVw','6q6p-w7cXdYvkqQ8Y1lFVw')"
60507,SAMİ KARALAR,1987,Kolestazlı hastalarda eritrosit lipitlerinin incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('SyzfFptUXzsa3fXCF0ARhg','SyzfFptUXzsa3fXCF0ARhg')"
80562,CAHİDE GÖKKUŞU,1986,Yüksek kolesterolle beslenen tavşanlarda eritrosit lipit düzeyleri ve [Na + K +]-ATPaz aktivitesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Biyokimya = Biochemistry," onclick=tezDetay('g5vC_Jko16NqPohnCSFHBg','g5vC_Jko16NqPohnCSFHBg')"
80626,O. BÜLENT ZÜLFİKAR,1986,Yenidoğan sepsislerinde prognoz C-reaktif protein (CRP) ilişkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Çocuk Sağlığı ve Hastalıkları = Child Health and Diseases," onclick=tezDetay('Re_bIUYIegViIMFyvc6w5w','Re_bIUYIegViIMFyvc6w5w')"
80627,CAN YENER,1986,Gebelikte oral demir preparatı kullanımı ve asemptomatik bakteriüri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology," onclick=tezDetay('sX2M5ZELsUiL0oQHUeIjyA','sX2M5ZELsUiL0oQHUeIjyA')"
80628,ZERRİN YILDIRIM,1986,Glokom tedavisinde Timolol Maleate\'ın yeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('lSktjgC6lCs0qk5fsjVbFw','lSktjgC6lCs0qk5fsjVbFw')"
7182,MAHMUT ÖZGÜR,1989,Anterior cruciate ligaman yaralanmaları ve cerrahi tedavisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Ortopedi ve Travmatoloji = Orthopedics and Traumatology," onclick=tezDetay('NuhQEDsYIqFesLz_Pk6dWg','NuhQEDsYIqFesLz_Pk6dWg')"
7183,HALİT ENDER KONYA,1989,"Primer açık açılı glokomdia, retina dolaşımı ve optik diskin oftalmoskopik-floresein anjiografik olarak incelenmesi ve görme alanı defektleri ile ilişkisinin araştırılması<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('qVzOEhCqhl8PW-FJYr2xhQ','qVzOEhCqhl8PW-FJYr2xhQ')"
7184,ŞEREF BARUT,1989,Omurilik yaralanmasında oluşan serbest oksijen radikallerinin zaman seviye ilişkisi (deneysel çalışma)<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroşirürji = Neurosurgery," onclick=tezDetay('Y9OBADifqqpwFITzaZhQSg','Y9OBADifqqpwFITzaZhQSg')"
4959,GHASSAN MUSTAFA,1988,Akut miyokard infarktüsünde serum magnezyum düzeyi ventriküler aritmilerle ilişkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Kardiyoloji = Cardiology," onclick=tezDetay('_eV015a5JZOCg9fTQt3n_A','_eV015a5JZOCg9fTQt3n_A')"
4960,M. OĞUZ POLAT,1988,İnfantisidin adli tıp açısından incelenmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Adli Tıp = Forensic Medicine," onclick=tezDetay('Uq8J3bIRITWRuRA1EBZObg','Uq8J3bIRITWRuRA1EBZObg')"
4961,TEVFİK KORAL HOCA,1988,Yatarak tedavi gören 330 tüberküloz hastasının retrospektif değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göğüs Hastalıkları = Chest Diseases," onclick=tezDetay('nIc1eO2obpiJrvAP5Hyg3Q','nIc1eO2obpiJrvAP5Hyg3Q')"
4962,ALİ DUMANKAR,1988,Diabetes insipidus<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Endokrinoloji ve Metabolizma Hastalıkları = Endocrinology and Metabolic Diseases," onclick=tezDetay('pix4tL32jAAOehvleY8H2w','pix4tL32jAAOehvleY8H2w')"
5068,RIFKİYE SARICA (KÜÇÜKOĞLU),1988,Dopaminin normal sıçanlarda renin granülleri üzerine etkisi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Morfoloji = Morphology," onclick=tezDetay('XORak_u1DMS98AEsh_4QHg','XORak_u1DMS98AEsh_4QHg')"
5069,GÜL SİBEL SÜDOĞAN,1988,275 bazal hücreli epitelyomalı olgunun klinik olarak değerlendirilmesi<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Dermatoloji = Dermatology," onclick=tezDetay('s9vtXZKq1UI58fgzgNWnzw','s9vtXZKq1UI58fgzgNWnzw')"
5070,NURİ KARAMAN,1988,"Omuz eklemi yumuşak doku lezyonlarında tens, diadinamik akım ve plasebo tens ile alınan sonuçlar<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('UFpMpJEucmAtA4X3JGTh-Q','UFpMpJEucmAtA4X3JGTh-Q')"
5071,SACİT KARAMÜRSEL,1988,Kısa süreli bellek sürecinde neokorteksin düşük frekanslı elektriksel aktivitesindeki değişiklikler<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fizyoloji = Physiology," onclick=tezDetay('s0A9ebtrlB-jesG3NGtgSA','s0A9ebtrlB-jesG3NGtgSA')"
5072,ABDOLHAMİD MASHREGHİ,1988,Gonartroz tedavisinde topikal antienflamatuar kullanımı ile birlikte egzersiz tedavisinde alınan sonuçlar<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Fiziksel Tıp ve Rehabilitasyon = Physical Medicine and Rehabilitation," onclick=tezDetay('U6PDNy-UtbHvny4XxgBFrw','U6PDNy-UtbHvny4XxgBFrw')"
60509,SERPİL BALCI,1987,Hepatit B virus infeksiyonlarının tanısında anti-HBC IgM\'nin değeri<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Mikrobiyoloji = Microbiology," onclick=tezDetay('p3zWF56tmtnurH04P7Viyw','p3zWF56tmtnurH04P7Viyw')"
158665,ATİLLA KIRAL,1984,Neovasküler Glokom<br><span style='font-style: italic';> ,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('aNnWL-FslxGyL19OsAg7_A','yIna_zUsRzBKn2m4rm_o3Q')"
80753,ŞULE ER,1985,Diyabetik nefropatinin epidemiyolojisi hakkında bir araştırma<br><span style='font-style: italic';>,İstanbul Üniversitesi,Tıpta Uzmanlık,Göz Hastalıkları = Eye Diseases," onclick=tezDetay('Di_ZOmc5CBeyBGTPXsTSbg','Di_ZOmc5CBeyBGTPXsTSbg')"
4963,SEMA MUMOĞLU,1988,"Anevrizma rüptürüne bağlı subaraknoid kanamalar (klinik, anjiografi, bilgisayarlı tomografi özelliklerine dayalı bir çalışma)<br><span style='font-style: italic';>",İstanbul Üniversitesi,Tıpta Uzmanlık,Nöroloji = Neurology," onclick=tezDetay('tSaQWq2XC4JpDdsRfKmfdQ','tSaQWq2XC4JpDdsRfKmfdQ')"
